0;0,02
0;0,02
0;0,033234
0;0,0093298
0;0,0061869
0;0,006842
0;0,0073921
0;0,0062709
0;0,0068587
0;0,0074437
0;0,0063309
0;0,0072934
0;0,0108722
0;0,0070754
0;0,0063942
0;0,0068747
0;0,007121
0;0,006367
0;0,0068295
0;0,0067524
0;0,0070857
0;0,006432
0;0,0075376
0;0,0064588
0;0,0071333
0;0,0066311
0;0,0065778
0;0,0066612
0;0,006577
0;0,0064427
0;0,0072124
0;0,0069125
0;0,0062687
0;0,0062177
0;0,0068875
0;0,0067256
0;0,0064495
0;0,0070181
0;0,0066582
0;0,0066793
0;0,0068481
0;0,0065657
0;0,0062534
0;0,007489
0;0,0063683
0;0,006255
0;0,0099939
0;0,0064204
0;0,0068761
0;0,0069739
0;0,00611
0;0,0062441
0;0,0080209
0;0,0062282
0;0,0066492
0;0,006593
0;0,006198
0;0,0066982
0;0,0069105
0;0,0064451
0;0,0063402
0;0,0067765
0;0,0070328
0;0,0062963
0;0,0074519
0;0,0062644
0;0,0062513
0;0,0070243
0;0,0062084
0;0,0068212
0;0,0072648
0;0,0065334
0;0,0066183
0;0,0067269
0;0,0061298
0;0,0060447
0;0,0073973
0;0,0066015
0;0,0064004
0;0,0068123
0;0,0062184
0;0,0060416
0;0,0072369
0;0,0071541
0;0,0061255
0;0,0079191
0;0,0061224
0;0,0064456
0;0,0069282
0;0,0063281
10;0,0062534
10;0,0174811
10;0,0092436
10;0,006912
10;0,0067536
10;0,0076321
10;0,0066461
10;0,0077453
10;0,007843
10;0,0070079
10;0,0074136
10;0,0078447
10;0,0073661
10;0,0087061
10;0,010218
10;0,0102539
10;0,007958
10;0,0079033
10;0,0076678
10;0,0072695
10;0,0081737
10;0,0072704
10;0,0112649
10;0,0077241
10;0,0080634
10;0,0079051
10;0,0073008
10;0,0081149
10;0,00777
10;0,0080662
10;0,008063
10;0,0079064
10;0,0082208
10;0,0079696
10;0,0130643
10;0,0090053
10;0,0093932
10;0,0091763
10;0,009593
10;0,0092251
10;0,0088969
10;0,0089066
10;0,0118282
10;0,0108329
10;0,0105812
10;0,0097346
10;0,0101711
10;0,0106116
10;0,0092675
10;0,0095633
10;0,0095757
10;0,0103923
10;0,0105905
10;0,0108586
10;0,010342
10;0,010224
10;0,011096
10;0,0091956
10;0,0090462
10;0,0097002
10;0,0110974
10;0,0100939
10;0,0096798
10;0,0092682
10;0,0087514
10;0,009781
10;0,0092405
10;0,0111444
10;0,0098101
10;0,0106552
10;0,0107233
10;0,0114406
10;0,0098712
10;0,0094796
10;0,0129225
10;0,0099589
10;0,0109808
10;0,010229
10;0,0110231
10;0,0098721
10;0,0100568
10;0,0103072
10;0,0113123
10;0,0104356
10;0,0106764
10;0,0104701
10;0,0108913
10;0,0102851
10;0,010253
10;0,0111142
10;0,0105477
10;0,011559
10;0,0102143
10;0,0114095
10;0,0108233
10;0,0115784
10;0,0112396
10;0,0107187
10;0,0105613
10;0,0108306
10;0,0112123
10;0,0103904
10;0,0116944
20;0,0105247
20;0,0155671
20;0,011857
20;0,010906
20;0,0119222
20;0,0167084
20;0,014239
20;0,0117138
20;0,0124662
20;0,0115396
20;0,0120042
20;0,011203
20;0,0123606
20;0,0124617
20;0,0122089
20;0,0126656
20;0,0112536
20;0,0125626
20;0,0113763
20;0,0123307
20;0,011915
20;0,0118182
20;0,0133268
20;0,0149699
20;0,010775
20;0,0119855
20;0,0109159
20;0,0111746
20;0,0109742
20;0,011735
20;0,0113479
20;0,0105681
20;0,0113474
20;0,0112612
20;0,0123301
20;0,0111853
20;0,0112965
20;0,0116825
20;0,0101893
20;0,0119312
20;0,010938
20;0,011132
20;0,0102451
20;0,01188
20;0,0100256
20;0,0109471
20;0,0115241
20;0,0107383
20;0,011168
20;0,0100351
20;0,0115416
20;0,0116151
20;0,0122163
20;0,0107199
20;0,0108808
20;0,0112463
20;0,0106663
20;0,0110205
20;0,0106364
20;0,0114562
20;0,0110617
20;0,0127359
20;0,0106732
20;0,0113152
20;0,0111449
20;0,0117113
20;0,0111644
20;0,0110725
20;0,0107877
20;0,0116175
20;0,0117082
20;0,0114621
20;0,0108554
20;0,0106862
20;0,0109455
20;0,0151823
20;0,010346
20;0,0111752
20;0,0113749
20;0,0105539
20;0,0108301
20;0,0115036
20;0,0117947
20;0,0124004
20;0,0114779
20;0,0118089
30;0,0108207
30;0,015291
30;0,0109778
30;0,0115797
30;0,0111953
30;0,0110704
30;0,0114759
30;0,0115688
30;0,0115911
30;0,0118945
30;0,0112674
30;0,0110608
30;0,0113471
30;0,0150915
30;0,013576
30;0,0117855
30;0,0125193
30;0,0120573
30;0,0117224
30;0,0114486
30;0,0117569
30;0,0116748
30;0,0116282
30;0,0120608
30;0,0105204
30;0,0119369
30;0,0123335
30;0,0115771
30;0,0115015
30;0,0109654
30;0,0122352
30;0,0121145
30;0,0110188
30;0,0117306
30;0,0114033
30;0,0124955
30;0,0112882
30;0,0117747
30;0,0120266
30;0,011782
30;0,0125127
30;0,0173926
30;0,0118533
30;0,0126752
30;0,0114261
30;0,0118146
30;0,0111569
30;0,0113372
30;0,0121513
30;0,0109699
30;0,011908
30;0,012203
30;0,0123576
30;0,0118267
30;0,0111322
30;0,011772
30;0,0121264
30;0,010382
30;0,0119515
30;0,011491
30;0,0127036
30;0,0111759
30;0,0117284
30;0,0131814
30;0,0120642
30;0,0129068
30;0,0151006
30;0,0134399
30;0,0138519
30;0,0123113
30;0,0112314
30;0,0124352
30;0,012695
30;0,0125146
30;0,01207
30;0,011572
30;0,0134934
30;0,0122805
30;0,0123339
30;0,0123852
30;0,0114504
30;0,0168451
40;0,0163822
40;0,0175877
40;0,0140824
40;0,0129895
40;0,013353
40;0,013935
40;0,0175019
40;0,0157327
40;0,0173219
40;0,0145569
40;0,0120573
40;0,0145292
40;0,0146823
40;0,0140529
40;0,0128638
40;0,0138643
40;0,0137006
40;0,0128794
40;0,0143566
40;0,0138257
40;0,0137968
40;0,0123598
40;0,0128318
40;0,0121032
40;0,0119494
40;0,0115813
40;0,0130703
